name,trait_id,0
ItemTrait.ID.AbilityToIncreasedMainStat,1,0
ItemTrait.ID.CommitToHasteRatingAndWeaponCooldown,2,0
ItemTrait.ID.CooldownRecoveryOnWeaponAbility,3,0
ItemTrait.ID.CritsToIncreasedCritRating,4,0
ItemTrait.ID.CritsToIncreasedPrimaryStatBuff,5,0
ItemTrait.ID.DamageReductionWhenHealthy,6,0
ItemTrait.ID.DebugTraits,7,0
ItemTrait.ID.DebugTraits.DebugTrait1,8,0
ItemTrait.ID.DebugTraits.DebugTrait2,9,0
ItemTrait.ID.DebugTraits.DebugTrait3,10,0
ItemTrait.ID.DebugTraits.DebugTrait4,11,0
ItemTrait.ID.DebugTraits.DebugTrait5,12,0
ItemTrait.ID.DebugTraits.DebugTrait6,13,0
ItemTrait.ID.DebugTraits.DebugTrait7,14,0
ItemTrait.ID.DebugTraits.DebugTrait8,15,0
ItemTrait.ID.DebugTraits.DebugTrait9,16,0
ItemTrait.ID.DebugTraits.DebugTrait10,17,0
ItemTrait.ID.DebugTraits.DebugTrait11,18,0
ItemTrait.ID.DebugTraits.DebugTrait12,19,0
ItemTrait.ID.DebugTraits.DebugTrait13,20,0
ItemTrait.ID.DebugTraits.DebugTrait14,21,0
ItemTrait.ID.DebugTraits.DebugTrait15,22,0
ItemTrait.ID.DebugTraits.DebugTrait16,23,0
ItemTrait.ID.DebugTraits.DebugTrait17,24,0
ItemTrait.ID.DebugTraits.DebugTrait18,25,0
ItemTrait.ID.DebugTraits.DebugTrait19,26,0
ItemTrait.ID.DebugTraits.DebugTrait20,27,0
ItemTrait.ID.ExtraDotHotOnEffectApplicationProc,28,0
ItemTrait.ID.FirstIncomingHitToReducedIncomingDamageBuff,29,0
ItemTrait.ID.GemCooldownRecoveryOnAbilityProc,30,0
ItemTrait.ID.GemDotHotOnCrit,31,0
ItemTrait.ID.GemPulsatingOnAbilityTotemProc,32,0
ItemTrait.ID.GemSingleTargetProcOnDamageHeal,33,0
ItemTrait.ID.GemTargetedSpikeProc,34,0
ItemTrait.ID.GemWhirlwindProc,35,0
ItemTrait.ID.IncomingDamageToDefenceAndDamage,36,0
ItemTrait.ID.IncomingDamageToHotAndAbsorb,37,0
ItemTrait.ID.IncomingHealToStackingHealWithThreshold,38,0
ItemTrait.ID.IncreasedMainStatAndSpiritRating,39,0
ItemTrait.ID.IncreasedStaminaToHealthConversion,40,0
ItemTrait.ID.NoDamageToDamageReduction,41,0
ItemTrait.ID.OffensiveAbilityHasteRatingStacking,42,0
ItemTrait.ID.OffensiveAbilityToHighestStatBuff,43,0
ItemTrait.ID.RelicToDamageReduction,44,0
ItemTrait.ID.StandingStillHealStacking,45,0
ItemTrait.ID.StandingStillStaminaExpertiseRatingIncrease,46,0
ItemTrait.ID.WeaponAndSpiritPoints,47,0
ItemTrait.ID.WeaponCritChanceCooldownReduction,48,0
ItemTrait.ID.WeaponDamageCooldownReductionPrimaryStatIncrease,49,0
ItemTrait.ID.WeaponHealDamageIncrease,50,0
ItemTrait.ID.WeaponDamageReductionPrimaryStatIncrease,51,0
ItemTrait.ID.BigBlowMitigation,52,0
ItemTrait.ID.DeathPreventionWithImmunity,53,0
